"Data Source","World Development Indicators",

"Last Updated Date","2015-07-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Europe & Central Asia (developing only)","ECA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","312326926338.758","328928968641.244","363121881776.689","416597964654.095","387306661133.699","373148086500.137","384818574849.735","314703557830.718","361799710792.497","371706582655.959","389995981132.341","469203447457.758","424843376374.996","432281079803.826","382992130400.757","442360234185.871","563218653476.437","721938431693.911","897447939077.687","1050383804222.4","1336849772539.5","1600016047491.43","1333775232797.96","1523430474443.49","1708257498599.98","1746454983589.08","1875958363595.94","1811042972360.28",
"Europe & Central Asia (all income levels)","ECS","GDP (current US$)","NY.GDP.MKTP.CD","433353888545.098","461315842073.639","504346048196.009","556148945811.275","615892238123.49","670197247095.629","728101821085.01","783372163425.231","817014348522.154","896999064000.801","1008541379591.6","1137384503581.01","1362984480794.94","1731165819244.64","1955976808067.61","2285204436717.26","2375261448153.41","2691901935565.25","3285687580108.09","4019824339967.54","4553208207450.21","4052367158798.62","3905249968594.91","3788426353016.29","3640601090123.84","3768446296500.96","5143069764367.26","6355984628109.53","7075350572730.74","7231451049878.11","8847374895635.76","9124836619159.06","9794340951340.02","9000721929468.19","9412790474001.95","10752798606416.7","10969628757946.9","10389372038648.6","10648438341225.1","10527234180231.7","9921089772977.03","10025189293904.5","10970474952207.9","13378500374087.8","15595649594712.7","16603123562607.2","17976877021384.8","21016906221407.4","23077690829244.9","20311878177262.9","20822072407710.4","22922549371193","21990187284407.8","22912480343580.4","23113307648264.9",
"Ecuador","ECU","GDP (current US$)","NY.GDP.MKTP.CD","1010325141.79037","979108808.02414","958598194.458532","1038389641.69085","1156150889.36731","2387048255.45173","2429309513.80854","2553596091.82258","2582180794.1855","3112166848.3004","2862504169.99893","2754220263.02528","3185987234.84089","3891755551.94138","6599259420.99605","7731677256.80982","9091924304.83477","11026346589.5011","11922502170.6405","14175166007.5774","17881514682.8784","21810767209.3695","19929853574.6095","17152483214.3536","16912515183.2783","17149094589.9827","15314143988.0621","13945431882.2271","13051886552.3377","13890828707.6493","15239278100.3502","16988184456.1009","18093864474.8747","18938326276.0837","22708204404.8635","24432379905.6316","25225872274.1333","28161471482.9701","27981319125.1358","19644866963.4276","18327386415.9524","24468324000","28548945000","32432859000","36591661000","41507085000","46802044000","51007777000","61762635000","62519686000","69555367000","79276664000","87623411000","94472680000","100543173000",
"Egypt, Arab Rep.","EGY","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","5111621013.54303","5339520728.24349","5579168509.50907","6109112149.53271","6861743507.54827","7682492029.20101","8266003359.70407","8763960929.78182","9616725609.31596","9015166839.80885","11437965585.2696","13360477392.6704","14636028510.1556","14849909040.3302","18150000830.7143","22912499600.8681","23405404413.4405","25592366024.4425","28137368516.7392","30642873696.9012","34689560464.8728","35880262339.7543","40507934171.249","35044633218.7477","39648442534.0768","43130415171.9438","36970555161.7703","41855483492.9104","46578631172.9974","51897983700.4625","60159244528.2284","67629717778.6523","78436575857.3281","84828807305.7001","90710704004.3288","99838541029.2517","97632008178.3777","87850680623.6642","82923680690.893","78845185715.9104","89685724897.1571","107484034644.765","130478960092.499","162818181818.182","188982374700.805","218888324504.753","236001858960.015","262824255567.604","271972822883.38","286538047765.904",
"Euro area","EMU","GDP (current US$)","NY.GDP.MKTP.CD","245703667253.037","270454525628.419","300133263206.727","336702259710.48","374488993760.286","408641495588.2","445609968957.698","484060239074.515","518926978072.865","573265214809.824","642132863930.985","727798901547.321","879272628702.715","1141381803273.18","1294212006592.45","1500793734131.7","1566064824517.9","1781207820380.75","2181180465393.74","2642403389143.47","2959714302096.27","2572449722852.19","2490546999438.39","2429707405805.8","2330695709875.78","2394565485870.45","3360735416759.87","4157074021384.04","4572132219715.78","4670576260806.04","5877974273381.15","6111103489029.46","6742124134028.14","6175146382372.01","6522320057690.59","7526998784844.33","7615643705740.19","6959437062513.69","7151303597910.78","7119481881498.92","6488905663837.03","6592822436932.34","7170861203083.26","8846523596368.37","10142037868386.6","10523380254284","11171913753943.8","12865170227277.9","14104469320998.2","12898241885261.4","12635364066138.6","13621651189769.4","12642794345500.9","13186281579559.1","13402747137991",
"Eritrea","ERI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477101651.648376","467876293.706829","531688311.688312","578015625","693535954.190067","686494476.137988","745526149.49945","688921325.712043","706370812.289101","752368494.461824","729321364.095048","870247701.706937","1109054002.42096","1098424708.64444","1211161879.50862","1317974493.40894","1380188800.03147","1856695550.46865","2117039510.70194","2607739837.39837","3091967479.6748","3444097560.97561","3857821138.21138",
"Spain","ESP","GDP (current US$)","NY.GDP.MKTP.CD","12072126075.397","13834300571.4849","16138545209.246","19074913947.7196","21343844643.7341","24756958694.9238","28721062242.1634","31647119228.1982","31475548481.4095","36038711599.541","40881625861.6591","46492694610.7784","58971783587.8851","78426042261.5648","97009806749.351","114465217391.304","118185277294.205","132089594742.607","160163411458.333","214019087754.09","232134601995.823","202256983240.223","195464334393.458","170486890951.276","171635479196.854","180302446183.953","250638469763.574","317882226115.079","375138694472.218","413630498945.889","535101207966.046","575598558847.078","629202340321.794","523649496666.231","529121599801.267","612939685081.398","640998292394.588","588692045454.545","617041986858.225","633194118900.49","595402616546.895","625975838926.175","705145868624.13","906853273137.698","1069555500372.49","1157276458151.97","1264551499184.54","1479341637010.68","1634989014208.29","1499074742984.16","1431672847682.12","1494505143174.87","1355732589969.33","1393040177013.68","1404306536057.92",
"Estonia","EST","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4362234461.05429","4739237872.28508","5059174932.37151","5607965290.91111","5715289608.17717","5685524739.70331","6233551159.25163","7308655929.1702","9822154471.54471","12057639751.5528","14003482153.9609","16958976289.0478","22229811114.1528","24184854255.1633","19641844956.9325","19482251655.6291","22802057269.9472","22660728506.5478","24880264958.1187","25904874312.3244",
"Ethiopia","ETH","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","7324903165.53493","7707678022.58237","8567890804.32256","8096302360.89628","9480840476.6058","9848600892.72343","10527338649.7364","10908935747.0437","11476584884.4369","12175166750.9123","13463868380.8723","10492993086.7464","8830712721.70663","6927950563.16603","7663984565.97867","8547939730.72464","8589211394.8393","7818224903.29241","7700833476.95774","8242392100.79906","8231326021.89671","7850809493.54954","8623691299.04533","10131187258.8856","12401139454.2346","15280861839.343","19707616771.1061","27066912636.9031","32437389114.4161","29933790333.983","31952763089.33","43310721414.0829","47524728957.1621","54797679657.5454",
"European Union","EUU","GDP (current US$)","NY.GDP.MKTP.CD","359243382911.244","391120210243.197","427269421874.247","470695036747.892","521638695675.611","568070784427.239","615804531315.843","661726424895.257","687795225305.431","755435104918.859","855524757077.185","967712587728.664","1158709604522.3","1471282498914.22","1653548420888.65","1927805232432.34","1996629316384.15","2261127471290.69","2771080082741.43","3384392940784.12","3862836960927.57","3417732902548.64","3289615745929.86","3188593376549.25","3060985518059.09","3164198580987.39","4338695731367.15","5368837205886.81","5988704407947.46","6113825531571.67","7582453865220.31","7869304680308.05","8575161632677.55","7818723663251.87","8302618140130.91","9526624180967.62","9734407392854.42","9172365000968.79","9494407711547.44","9480945906592.04","8814524710306.36","8916261540476.52","9724864841738.75","11856077399010.1","13691976609698.3","14315271816682.6","15277153474532.3","17666078553516.7","19012781861264.9","17005366281317.6","16937824892179.1","18310001820620.7","17232152914472.7","17950130244943.3","18460645625271.8",
"Fragile and conflict affected situations","FCS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142445296108.026","148972373180.552","145681681841.794","143424002431.569","136136279363.702","146367084871.558","157619648330.016","170900225076.949","168581552757.297","181463619405.198","210139399588.277","197390864988.344","192410352175.596","217019778438.048","249027824155.197","301390217880.33","352865455405.062","439049429326.296","556819116116.165","510080979750.189","592412652636.203","629056706788.895","723021686353.341","730385199537.734","720139600480.26",
"Finland","FIN","GDP (current US$)","NY.GDP.MKTP.CD","5224102195.52771","5921659485.03284","6340580854.39073","6885920328.66187","7766655085.78588","8589340019.02985","9208524504.87684","9368954010.3132","8823033880.32993","10070766720.5011","11365939977.3499","12536658141.5175","14754086607.3989","19486852341.6835","24867338900.2678","29494585421.0441","31873211263.2713","33524715951.0108","36283032490.9747","44498244542.8179","53685049410.2646","52485533204.7396","52832120389.7866","51014090520.9223","52926394934.7052","55914236377.5902","73586676049.7302","91642093872.5822","109103056147.832","119064708327.56","141517648888.198","127866490222.026","112625431377.754","89255751014.885","103321570859.419","134199346405.229","132099404607.818","126833123353.568","133936359590.565","135225868314.511","125539893126.958","129250111856.823","139552983248.635","171071106094.808","196768065557.487","204436015420.968","216552502822.732","255384615384.615","283742493042.332","251499027507.641","247814569536.424","273657214345.288","256706466091.089","268196956059.897","270673584161.517",
"Fiji","FJI","GDP (current US$)","NY.GDP.MKTP.CD","112334368.396772","116993977.848207","122912941.205436","129461581.515562","140040154.324227","147084750.031482","150603925.515853","162625885.863484","166952937.135005","182182067.703568","219878482.173564","247749327.721267","316650508.967523","425963359.355326","558589870.903674","684268280.812751","694552411.718837","719533137.126662","829239489.844119","1019743927.24662","1202567359.4132","1235899836.18067","1194015444.01544","1123107276.30285","1177997413.63384","1141210124.82663","1290228616.82408","1177908191.97685","1109976927.91722","1182686577.22645","1337024782.22702","1383843860.1247","1531803060.54558","1635426125.30808","1825285158.11762","1970347720.96992","2129266728.42585","2093994597.21549","1656784779.545","1942170999.18765","1684109743.49338","1660102345.60309","1842691481.09196","2315935752.71653","2727507212.92556","3006784285.1229","3102771322.12131","3405085854.45696","3523167497.19021","2870612403.86098","3140495193.24807","3646434942.53432","3849837085.25067","3855042259.34559","4029989728.8257",
"France","FRA","GDP (current US$)","NY.GDP.MKTP.CD","62651474946.6007","68346741504.4257","76313782251.6964","85551113767.3727","94906593388.3107","102160571409.274","110597467198.645","119466139619.589","129847107787.883","140725497222.277","148948860281.091","166564460755.298","204283485045.514","265381555686.506","286526186579.378","362000917852.226","373410270417.919","411464295266.114","508183139534.884","615834104224.484","703525302701.025","617589619794.81","586837009681.605","561852138738.274","532648802822.187","555197109067.017","774556302680.178","938368438284.405","1023504019381.13","1030122352457.33","1275300566196.84","1275563306592.26","1408724907063.2","1330094973361.13","1401636342155.01","1609892232882.11","1614245416078.98","1460709148123.17","1510758283299.98","1500275942893.67","1368438363736.87","1382218344519.02","1500337850555.24","1848124153498.87","2124112242364.04","2203678646934.46","2325011918203.49","2663112510265.54","2923465651091.26","2693827452070.02","2646994701986.75","2862502085070.89","2681416108537.39","2810249215589.07","2829192039171.84",
"Faeroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1105688872.97039","1125684470.05533","1062339943.83343","1154899793.33878","1268445919.41429","1486861878.95624","1683997930.26322","1730891409.07567","1970142377.91507","2278229533.05096","2413237402.14803","2257097731.55019","2301178416.00619","2468748767.9772","2356505419.09755","2613458940.70206","",
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","106500000","","","112210000","116700000","124700000","135200000","147200000","166200000","178100000","198400000","202500000","222103600","218845700","206900300","219646200","220660500","233226300","240051900","241543400","244991000","239563300","249845600","252991200","255890800","261339600","277510900","294117200","310287500","326161000","316245700","",
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD","141468977.56906","167637907.382516","182796536.497306","154480244.244369","215679855.271673","226474285.58499","245849781.713541","271543680.280699","294468564.530742","318124701.050461","323802475.477281","381687073.052087","430508357.728441","722780701.133715","1544216003.97013","2157592936.61939","3009409970.8681","2809349074.13823","2389479269.23068","3030251116.39385","4279637933.94656","3862269126.93107","3618007844.43807","3391275731.35952","3561451562.21946","3339914759.38464","3403638193.62328","3281797038.68204","3834503378.34725","4186411457.42938","5952293765.94088","5402919788.20893","5592390832.68052","4378645081.01769","4190819346.78895","4958845649.04124","5694039999.89328","5326817111.34161","4483417313.09796","4662991794.08278","5067865502.80581","5018874130.78107","5310381123.85479","6497305507.1502","7756293438.43789","9458884043.94769","10154041743.0348","12438957208.307","15508576359.4159","12152235489.2723","14476054183.3187","17830879880.4638","17685007054.6857","17205083304.3268","17228443336.3648",
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD","72328047042.1588","76694360635.9159","80601939635.2483","85443766670.4279","93387598813.9269","100595782309.165","107090721447.057","111185383409.521","104702736248.084","112676874821.987","130671946244.3","148113896325.14","169965034965.035","192537971582.558","206131369798.971","241756637168.142","232614555256.065","263066457352.172","335883029721.956","438994070309.191","564947710899.373","540765675241.158","515048916841.37","489618008185.539","461487097632.349","489285164271.047","601452653180.885","745162608269.325","910122732123.799","926884816753.927","1093169389204.55","1142797178130.51","1179659529659.53","1061388722255.55","1140489745944.29","1235567303140.29","1304507020280.81","1438736083824.49","1529138787678.04","1558317424364.99","1548663943107.88","1529094573197.06","1674416966426.86","1943714285714.29","2298042841450.02","2412109090909.09","2582752529898.8","2963097238895.56","2791681985294.12","2308995170587.32","2407856922126.08","2592015702611.76","2614946487602.81","2678173487557.3","2941885537461.48",
"Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7772020725.3886","6357615894.03974","3690328963.64086","2701181331.30816","2513870586.73344","2693731865.97036","3094915505.9093","3510540809.24855","3613500117.24928","2800024313.95144","3057453482.55826","3219487824.87911","3395778673.79183","3991374548.50512","5125273880.74998","6410941012.59189","7745406200.85374","10172869679.7366","12795044472.7663","10766836276.5639","11638536834.4274","14434619982.2117","15846474595.773","16140047012.1438","16529963187.4044",
"Ghana","GHA","GDP (current US$)","NY.GDP.MKTP.CD","1217257318.95223","1302703459.86833","1382546575.15058","1540832049.30663","1731334920.85726","2053508894.80319","2126348228.04314","1747211895.91078","1666830081.38053","1961957054.6132","2214923031.66977","2417093686.55129","2112253320.32716","2465492957.74648","2894409937.8882","2810106382.97872","2765254237.28814","3189428571.42857","3662478184.99127","4020227920.22792","4445228215.76763","4222441860.46512","4035994397.7591","4057275132.27513","4412279843.44423","4504342208.57832","5727602516.4164","5074829931.97279","5197842135.71206","5251765023.26436","5889175186.61304","6603129587.62418","6416078957.68747","5968905457.10661","5446370049.29671","6464389815.79028","6932984532.8415","6891433770.18372","7482072399.08654","7718110850.62547","4982849016.25228","5314871667.26539","6166197225.32987","7632720649.6834","8881419387.78193","10731883141.8984","20409257610.4746","24758819717.7074","28526891010.4925","25977847813.7422","32174772955.9748","39566292432.8615","41939728978.7281","48584737986.797","38648154100.3714",
"Guinea","GIN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","1922600899.40711","2041538057.01888","2384295763.70468","2432029380.42988","2666616176.91609","3014890569.04099","3284625277.16186","3279063317.63475","3383218922.79337","3693753379.05992","3869032270.91633","3783788551.0819","3588375984.48374","3461282189.68813","2995360969.16199","2833442750.43639","2949637039.04424","3446442218.89829","3666349049.42641","2937071740.39416","2931625104.50109","4134173271.01756","4515824643.3472","4609923720.17795","4735956475.83658","5067360041.10658","5667229737.62768","6231725512.07405","6624068036.98528",
"Gambia, The","GMB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","44212088.4188291","46695008.7660868","41160065.8347022","45168072.2454283","52296083.64654","55728655.7957709","59160575.5095456","75187768.3495329","95796033.6554112","115179737.736179","112190822.646033","138093106.277641","171833061.578461","207112649.702942","241083112.728768","218767720.450751","216050534.814986","213448615.748728","177340913.050244","225726370.227358","185646984.458794","220626480.938017","266672202.480435","284120331.64738","317083688.199874","690311093.172052","714254263.103249","755040935.022498","746493955.008434","785999879.720691","848239405.565637","803633368.735802","840285264.631545","814724055.898334","782913865.987568","687410630.457292","578235309.327198","487038679.355229","578785599.995561","624173995.611616","655068112.439639","798869803.525325","965771304.075503","900641059.324379","951827284.917952","904256027.713498","912427787.395981","891245556.822256","807069488.191619",
"Guinea-Bissau","GNB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","78733595.2857024","78540056.918457","87702828.3208491","89374237.2881356","98775328.9473684","108985740.685756","112386488.356788","114971207.485557","122666858.789625","118537875.722749","110653831.169891","154731969.69697","165523634.326978","163577538.887828","138478900.397229","143856253.21491","130225018.821444","173836361.911632","164458120.279497","213143016.408109","243961995.483663","257150573.215747","226313492.713567","236880813.821765","235619994.759074","253966919.939838","270419779.418107","268551010.941186","206457553.397101","224446652.14622","370173851.946119","392278164.416457","415843479.84486","476388249.278706","531109346.815739","586791836.059541","591829897.549245","695606313.874664","864107768.266587","825796952.682917","847491366.890874","1103652041.22429","958857944.224704","946629755.786405","1022371991.53467",
"Equatorial Guinea","GNQ","GDP (current US$)","NY.GDP.MKTP.CD","","","9122751.67844688","10840095.2880798","12712471.416255","64748333.3333333","69110000","72317446.9327193","67514285.7142857","67225714.2857143","66331428.5714286","64946954.756798","65429198.238708","81203226.9138345","94159862.7073691","104295643.388437","103653049.93797","103987520.075827","","","50642880.7737503","36731422.8456914","44294647.733479","44442456.94764","50320914.4065688","62118570.0055457","76407395.9720402","93345859.4054911","100534656.942489","88265974.7254716","112119411.510555","110906028.611558","134707183.97385","136047906.005179","100807002.601928","141853360.896274","232463022.680266","442337870.42912","370687634.695896","621117853.417135","1045998534.00483","1461139007.93716","1806742732.91522","2484745875.83906","4410764261.01961","8217368425.25252","8081982586.97191","10193491379.1233","15436035471.2193","9338605784.83535","11564374627.5317","15711269412.4456","16485813032.2563","15580315663.7114","14308094224.6898",
"Greece","GRC","GDP (current US$)","NY.GDP.MKTP.CD","4446528164.67559","5016048786.22753","5327573509.09843","5949478034.88751","6680298250.57961","7600579093.1158","8455611129.27936","9136711287.82434","9915140546.35072","11266091570.5718","13188636363.6364","14645454545.4545","16947727272.7273","22430379746.8354","25444318181.8182","28631243358.1297","31267723880.597","36309898242.3682","44433209647.4954","54682612695.4922","57039168665.0679","52539360393.6039","54819387755.102","49611068111.4551","48197097944.3773","47997039230.1999","56587390457.6436","65894816305.9889","76542397309.6325","79460973562.736","98251934651.7627","105530753411.853","116653021094.029","109210166468.49","117031601123.596","137382850419.179","146558465458.664","143310745039.311","144918136746.224","142997762625.186","130580339045.513","136006442953.02","152714285714.286","201547291196.388","239648745964.738","247671558263.898","273278760506.837","318684779633.178","354615643767.394","329856904695.749","299615364238.411","288784959688.629","249524986004.585","242230732091.102","237592274370.978",
"Grenada","GRD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","53322221.2805178","67548146.9552048","78314813.4317253","83614813.3381239","87888887.3367152","95229627.9478137","101211109.323658","110099998.055564","128211108.846821","144011108.567783","167229626.676248","184533330.074357","213066662.903774","221070366.466127","241570366.104084","250914810.383499","250259254.839521","261777773.154616","276296291.416728","294651846.648113","304940735.355293","340814808.795808","379629400.70291","520044361.186056","520444175.99381","540336916.383232","591018396.969646","599118582.011777","695370296.296296","698518518.518518","758518518.518518","825925925.925926","771111111.111111","771111111.111111","778518518.518518","800000000","835555555.555555","882222222.222222",
"Greenland","GRL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","69520029.2730826","88570999.351486","106101302.474152","140153753.721821","169918944.063056","211192463.686328","240779415.675002","282269773.042773","355987428.402836","420645794.968404","476051769.013942","435749013.870185","402403057.151259","416184086.23097","379371913.715958","412876395.826869","603016317.536303","787390447.323345","898607670.624413","929799902.191124","1018977225.44427","1016500016.28505","1037916105.23293","927214127.934317","1005887592.03539","1208953358.99709","1197515637.92052","1072154406.78905","1149858126.95747","1131555107.04907","1068024993.98697","1086170638.72901","1169136691.35372","1426452030.10471","1644951892.18151","1702543476.55709","1738432116.43728","2121759848.4242","1739579593.56673","1267711816.12426","","","","","",
"Guatemala","GTM","GDP (current US$)","NY.GDP.MKTP.CD","1043599900","1076699900","1143600000","1262800000","1299099900","1331399900","1390700000","1453500000","1610500000","1715399900","1904000000","1984800000","2101300000","2569200100","3161499900","3645900000","4365300200","5480500200","6070600200","6902600200","7878700000","8607500300","8716999700","9050000400","9470000100","9721652256.02873","7231963317.84575","7084399840","7841603153.65509","8410724420.53071","7650125575.48851","9406097454.52989","10440842286.4756","11399942817.1895","12983235116.7327","14656917900.1721","15781579950.4132","17788657184.1206","19393672243.9406","18317089481.3571","19290566570.0483","18702820735.0173","20776536919.9593","21917565499.915","23965280312.0871","27211228609.2341","30231236682.1877","34113093453.9246","39136507936.5079","37733655165.6538","41337958251.632","47654841112.8523","50388460924.7345","53851153446.6959","58728232327.1514",
"Guam","GUM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP (current US$)","NY.GDP.MKTP.CD","170216238.857225","185849532.898944","194949510.027706","175757891.595894","194774510.467537","213235288.136558","228705875.937914","250176463.570974","229750000","249300000","267800000","282050000","285380965.340976","307047632.991592","433954536.048833","494791647.005413","454440000","449880000","507080000","530440000","603200000","570357116.855982","482000000","489333333.333333","437631610.754711","453488351.977666","504651117.150102","354591840.037446","413799990","379779379.053357","396582263.291139","336708410.308116","368281383.388912","442273443.546171","540874922.265948","621626785.915493","705406032.09015","749138004.427072","717530696.5536","694754983.970153","712667925.33978","696281468.774584","722460911.811326","741929342.788749","785918769.587635","824880550.343965","1458446872.26976","1740334781.83731","1922598121.23066","2025565089.48272","2259288396.24467","2576602497.33479","2851154075.95385","2990006533.77749","3228372887.85813",
"High income","HIC","GDP (current US$)","NY.GDP.MKTP.CD","1126127799209.39","1191707339738.95","1286925190442.73","1375623188090.15","1505824064736.26","1635401539837.01","1790182162386.96","1911895655620.08","2071251119322.54","2275179705921.84","2496086160382.71","2768810391224.75","3206896064279.64","3890565854754.71","4409790080598.62","4888233866253.27","5320891777135.3","6024426122782.75","7199194666952.16","8330621090795.76","9310987084881.44","9462694430360.36","9382296679265.09","9703266953367.27","10061657965884.3","10580569116685.3","12830847882087.3","14817076902445.1","16697556703866","17414622278679.6","19587956908321","20714408626860.4","22224529802254.4","22396106006653","23926725914381.1","26370397969601.8","26589096572608.7","26236045769869.5","26178045420351.3","27381028115832.2","28009548735199","27797178382846.4","28800960747125.7","32350541064169.4","36181270884353.4","38441893307106","40836847147051.6","44963687582938","48173232619677.1","44845022811576.9","47385614466827.5","51325178331711.5","51584634567830.3","52242620636222.7","52906698875916.5",
"Hong Kong SAR, China","HKG","GDP (current US$)","NY.GDP.MKTP.CD","1320799755.24795","1530754831.166","1724850873.56844","1975045362.4994","2274710605.04032","2435078534.03141","2489845016.64894","2692474989.12571","2716964388.42418","3189740055.13982","3800766535.62088","4476001946.01486","5710107420.14394","8030117555.62033","9388663645.7588","10048022369.9141","12876366008.8077","15719433719.4337","18315007365.9713","22526035940.5921","28861759209.0191","31055409443.043","32291306281.8168","29907091339.5364","33511383985.6741","35699543050.7778","41075570591.9291","50622571586.1149","59707404560.5944","68790369107.2962","76928290841.8701","88959620135.8864","104272278634.731","120353947980.764","135812069768.646","144652912433.103","159717233621.659","177352785419.977","168886163221.567","165768095391.557","171668164082.555","169403241524.337","166349228737.386","161384522525.299","169099768875.193","181569304038.046","193535434674.42","211596953454.353","219278739846.869","214047795659.045","228638678438.855","248513617677.287","262628877053.352","275742650850.954","290896409543.744",
"Honduras","HND","GDP (current US$)","NY.GDP.MKTP.CD","335649984","356200000","387750016","410200000","457000000","508650000","549950016","598099984","646800016","668000032","723000000","731000000","802999968","912499968","1034500000","1124000000","1347999936","1669499968","1929499968","2251499968","2566000032","2819500000","2903500032","3076999968","3319000000","3639499936","3808500032","4152499968","3970386396.10149","3563448320","3048896180.84277","3068462060.1236","3419474978.86812","3481990761.34498","3432356578.82219","3911053180.39625","4034037162.16216","4663193916.34981","5202215657.31167","5372543554.00697","7105529646.90207","7566517571.88498","7776459963.87718","8140294079.50891","8772197584.64208","9672006169.12994","10841742347.7968","12275491272.9738","13789720387.3904","14587485644.4263","15839344591.9842","17710325578.4449","18528591646.0707","18496448465.9141","19385309985.8022",
"Heavily indebted poor countries (HIPC)","HPC","GDP (current US$)","NY.GDP.MKTP.CD","17171308095.9949","17623567598.1144","19209838268.2235","23267745426.6119","20714853559.2197","24237662557.91","26442527914.4301","25877812958.3899","27064492038.543","30190169378.0954","31618812253.772","34080368971.8918","36964889476.3816","44804166406.8909","54472797680.8073","61859256286.7751","65885391164.9701","77357916682.7577","90008294790.4261","99507179398.7381","105305205256.237","104731235939.19","104853758506.786","99312558807.7948","99261781877.6231","103666849911.158","118842144866.795","131173153348.081","130291769810.106","125456099868.184","127575736590.722","131208090799.435","120473611558.485","119839652392.272","110540515780.757","126539240752.753","132616777660.745","138984879135.758","142956701692.407","142193982778.385","154692927645.157","146711262200.878","158856534574.691","181172700727.686","207863766500.783","240360042278.636","287969694537.757","344167739578.829","414723147422.46","417299721226.401","461268002693.292","514450098978.814","551581028207.779","598060151318.059","632554956458.33",
"Croatia","HRV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22387561845.2244","23678012697.3612","23822087053.2091","25432144406.2043","23386945596.6928","21774273832.1031","23289671102.3197","26878499206.0165","34658113497.39","41574530815.5047","45416076680.8707","50436294494.5014","60082020691.5836","70452887537.9939","62636688809.4021","59665514732.63","62236755927.319","56485308445.7207","57868674297.5337","57222574023.1725",
"Haiti","HTI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3473562850.28","2257129873.67074","1878253818.08347","2167569095.12232","2813320255.29799","2907455213.14343","3338887326.07708","3723903723.63772","4153725966.88499","3953839593.77762","3596448035.45245","3472194099.39708","2960306120.93557","3537721020.41452","4310356252.84034","4757289751.64421","5885321655.91684","6548531998.42938","6584642675.34902","6622540159.46989","7516829496.06138","7890215895.68265","8452726176.90606","8713031260.18934",
"Hungary","HUN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34559392150.9333","38514171471.2516","39900742710.4576","42925508499.2651","46166297227.9951","46448783682.4377","47070176267.4125","48548470549.0699","48965869806.5391","47110416253.8918","53533393254.505","67366285759.4768","84738408724.8895","103156817856.564","111890070522.215","114238447644.85","138580119902.13","156578897628.628","129359841849.523","129583005051.363","139439620999.229","126824840349.811","133423898611.949","137103927312.973",
"Indonesia","IDN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","5980840376.62877","7467363478.66331","8798957442.33129","9656740013.9726","9849117952.63674","11605084559.759","17171181163.3735","27227710999.5181","32147953007.7108","39328674729.6386","48396143465.5422","54298158339.9627","55122620334.3164","78013206038.0373","92473878831.0912","94715163814.3421","85369201878.7177","87612439196.9441","87338874330.4791","80060657612.1554","75929617714.8414","88787623309.7821","101455197785.973","114426498045.241","128167999846.437","139116270052.14","158006849878.612","176892148243.48","202132032843.808","227369671349.161","215748854646.904","95445548017.3105","140001352527.289","165021012261.411","160446947638.235","195660611033.849","234772458818.096","256836883304.41","285868619205.805","364570515631.492","432216737774.861","510228634992.258","539580085612.401","755094157594.526","892969104529.574","917869913364.916","910478729099.036","888538201025.345",
