"Data Source","World Development Indicators",

"Last Updated Date","2015-07-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Paraguay","PRY","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","400129691.088052","421700441.806492","451524124.539071","477012512.686865","512728946.180694","548758098.326795","609047285.312098","697291727.53861","889357059.74323","1199618980.13301","1351889402.98354","1540820245.62378","1912353339.95933","2350329156.78278","3135123879.50964","4094810488.15744","5219516810.12299","5067450002.41505","5237432542.35107","4067222420.08814","2966234024.08756","3439716399.31115","3778316380.24662","4082625952.75857","4599970618.48388","5695201563.44217","6984367762.88406","7157424031.03799","7249533620.31044","7870982170.98217","9062131307.88275","9788391732.82899","9965225496.58839","9024567484.2013","8392549702.31511","8195993230.74275","7662595075.90241","6325151760.0669","6588103836.34739","8033877360.41697","8734653762.36756","10646243498.2045","13794987109.0499","18503387744.942","15933721804.8679","20047518281.058","25099681460.8943","24595319573.7548","28896660618.3822","30984747863.3426",
"Pacific island small states","PSS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","429695829.946124","516310157.949929","703997067.280107","1000201320.57468","1117135871.92917","1120202472.09703","1168729853.7928","1355437122.02716","1660645960.82988","1887691125.71742","1945081333.95256","1900991570.51633","1822779931.3697","1994615513.64481","1889499874.90202","2051550373.03697","2017071716.97672","2111237486.08654","2205782153.90395","2377069917.2599","2540592089.32915","2787173921.91156","2938054823.46251","3385361655.00992","3657203557.69615","3927207893.8189","3923691006.38796","3373958366.70851","3672292815.50184","3424361920.19568","3350866089.17955","3534993603.98961","4150865480.39423","4794347056.32272","5249059747.54148","5511353855.73652","6069348859.19111","6477155854.09098","5756584540.05853","6364112614.66044","7424474235.18386","7859438468.04146","7888352544.6533","8249482011.13607",
"French Polynesia","PYF","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","176534589.603389","215659455.017302","220984369.12915","259590076.293001","242943776.862299","254035999.217197","296613496.873269","325843254.667123","431254103.046477","555337985.682991","690319754.911192","732286143.34291","793193187.41557","1005573294.20763","1215031775.26795","1362151523.68993","1279972866.38172","1286462642.63697","1335895286.3918","1378991403.37881","1507230778.89921","2301514717.29807","2543199148.3893","2687472829.62988","2636461517.1052","3181206304.81549","3267367609.89528","3558215110.24809","3694600399.89225","3522272321.40766","3982374845.92709","3954696873.74892","3567062511.87293","3775160797.38928","3797016068.69688","3447543137.9415","","","","","","","","","","","","","","",
"Qatar","QAT","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","301791304.960114","387700072.814235","510259922.106341","793884372.013534","2401403172.68929","2512783995.022","3284301423.34187","3617580071.24683","4052000454.50747","5633000422.52406","7829094484.61972","8661263525.78946","7596703005.58508","6467582130.01148","6704395639.98913","6153296286.99735","5053021811.73017","5446428531.69152","6038186867.08278","6487911909.67275","7360439220.86705","6883516294.40889","7646153773.45731","7156593457.23644","7374450566.63597","8137911754.45297","9059340135.73241","11297801805.0054","10255494745.7282","12393131527.6612","17759889621.9811","17538461056.6357","19363735731.7655","23533790562.2585","31734065062.251","44530494505.4945","60882142857.1429","79712087912.0879","115270054945.055","97798351648.3516","125122306346.154","169804735989.011","189944615274.725","203235164835.165","211816758241.758",
"Romania","ROU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","38067565160.5839","40424526825.7903","41450779108.6724","38299106119.9263","28846858763.0854","25090303816.8056","26361161947.6427","30072623842.2824","35477055618.9246","35333677695.2593","35285888482.0479","42115494069.2734","35592337082.8604","37305099928.1587","40585886768.9713","45988510813.5033","59466017705.5346","75794733525.1394","99172613715.9198","122695122819.509","170613460197.679","204335225693.755","164345718689.535","164792252745.524","182611165781.014","169396055590.796","189639111752.156","199043652215.454",
"Russian Federation","RUS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","506501427573.832","516815352031.32","509380839121.614","460205424468.694","435060128779.929","395086555459.068","395528488553.378","391721392325.09","404926534140.017","270953116950.026","195905767668.562","259708496267.33","306602673980.117","345110438692.185","430347770731.787","591016690742.798","764015982405.637","989930542278.695","1299705764823.62","1660846387624.78","1222644282201.86","1524917468442.01","1904793932483.16","2016112133645.48","2079024782973.32","1860597922763.44",
"Rwanda","RWA","GDP (current US$)","NY.GDP.MKTP.CD","119000024.119","122000016.122","125000008.125","128000000.128","129999994.13","148799980.1488","124525702.985226","159560018.15956","172200018.1722","188700037.1887","219900006.2199","222952503.891774","246457838.604265","290746157.492369","308458403.577288","571863503.037412","637753856.083795","746650611.322562","905709080.97749","1109346136.71112","1254765643.1249","1407062526.26947","1407243132.60086","1479687583.09334","1587413091.52247","1715626336.5256","1944710687.86787","2157432667.88749","2395492695.24211","2405022587.95048","2550185692.48643","1911600232.09279","2029026956.71128","1971525718.12269","753636370.454546","1293535192.20971","1382334879.40812","1851558199.33726","1989343548.27794","1817655191.99184","1734938190.25841","1674685125.5071","1677447003.06371","1845979351.35205","2089188920.76561","2581465675.20506","3110328010.91442","3775447705.93559","4796573531.21622","5308990459.47843","5698548987.88591","6406727230.17325","7219657132.21544","7522006198.23208","7890190336.74963",
"South Asia","SAS","GDP (current US$)","NY.GDP.MKTP.CD","47688915929.1004","50860637686.1347","54296000828.0079","61059662194.2847","69962536179.688","75140655029.809","63055183738.7895","69408765065.4999","72867594708.4201","80005110395.4449","86652372456.8825","92123150392.576","92636620555.8991","106014116883.457","128273630659.98","137407009577.494","134305756002.037","155389269505.827","176841106711.905","198062758441.923","238817052360.945","253130909604.001","261882045625.346","277256932270.427","275982286882.462","300053885620.519","317909395236.467","353274578495.343","379205936997.731","381665599382.422","411581003342.594","366063442554.686","388728025534.371","384861828426.014","436753728939.76","485157549071.79","530754701555.162","556845365541.477","564638013978.736","605116242262.118","629218213105.891","645830951563.589","679729695781.32","793221517959.692","919798762608","1053910334503.67","1204953460275.13","1526158564486.07","1552632062551.49","1706841282132.96","2086567762154.31","2278512969977.81","2292921184666.59","2355326510269","2607870627031.73",
"Saudi Arabia","SAU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","4187777711.11111","4485777644.44444","5377333333.33333","7184853043.34446","9664157055.54192","14947391341.7605","45412958386.098","46773367407.7775","64005666266.3371","74188250189.1812","80265618776.3359","111859675269.046","164541739542.565","184291799822.742","153239017113.24","129171638302.093","119624860491.981","103897847067.354","86961921121.4328","85695863665.2991","88256077358.6565","95344462079.5436","116778107568.916","131335918410.401","136304142855.395","132151405750.776","134327106749.261","142457681086.874","157743128798.864","164993863324.252","145772800000","160957066666.667","188441866666.667","183012266666.667","188551200000","214572800000","258742133333.333","328461070013.087","376900133511.349","415964509673.115","519796800000","429097866666.667","526811466666.667","669506666666.667","733955733333.333","744335733333.333","746248533333.333",
"Sudan","SDN","GDP (current US$)","NY.GDP.MKTP.CD","1126364158.52958","1222860425.04308","1328259620.90752","1351234922.45836","1388282596.20908","1446869615.1637","1484491671.45319","1607409534.75014","1677771395.74957","1847501435.95635","2100229753.01551","2288340034.46295","2483055715.10626","3077254451.46468","3958931648.47789","4823090178.05859","6013210798.39173","7498923063.66848","8128758775.99682","8418342381.80674","7617256637.16814","9538009839.70798","9254395726.68596","8465226679.3259","10044298180.7425","12459385254.1351","15966649791.1657","20631219789.5934","15510323988.5849","15295635330.1685","12408647540.9836","11379222222.2222","7031933251.2724","8881009895.43161","12793798271.1306","13830369852.313","9018303103.98533","11681179570.9007","11250220584.2985","10682027620.6473","12257299147.2936","13182872567.5923","14803423363.5834","17646271401.4495","21457886198.4064","26524992281.2809","35821858787.6798","45898948564.0593","54527549894.2826","53149439465.2108","65634083050.3081","67326793943.2978","62689620776.5681","66480692535.2524","73815376184.622",
"Senegal","SEN","GDP (current US$)","NY.GDP.MKTP.CD","792824702.818472","836493103.627052","857426088.80427","886387334.47596","939145912.173028","955834759.853134","984942841.497216","984605218.077531","1034293671.3271","983621121.161752","1024832777.74541","1058120593.58396","1280328105.5019","1471913585.53459","1658273944.22188","2235746641.1954","2266860710.01781","2320786617.56818","2591178824.71135","3226677956.95046","3503282842.31597","3176771658.19132","3109677903.27746","2774198930.82394","2705535967.88054","2962200081.82388","4189860373.23071","5040708745.72564","4985152887.54279","4913065118.38615","5716644525.05637","5617235857.44323","6004885304.32879","5678828409.95238","3877196945.24746","4878718880.07891","5065830114.29","4672504141.54783","5030344290.87538","5144045092.87877","4679604921.62098","4877602012.4664","5333862343.64478","6858952716.53321","8031344239.71407","8707015063.83319","9358710935.43366","11284603070.5653","13386345214.5385","12812994418.9402","12932428287.6047","14440676929.3238","14045681414.3657","14791699008.5823","15578916865.3864",
"Singapore","SGP","GDP (current US$)","NY.GDP.MKTP.CD","704457699.871293","764303120.977911","825879877.957154","917216011.916818","893728644.135345","974186762.140585","1095902940.65765","1237415148.20888","1425020090.02947","1659044433.26517","1919496148.59435","2270330156.5374","2950257777.77778","4227574226.84503","5260730986.15609","5789229536.54114","6071574792.56856","6702713782.07756","8062400369.38908","9719674891.40657","12078880713.1159","14363051850.3441","15873552879.0552","18001987648.1863","19550103558.3078","18555053064.5638","18762738690.7073","21606296380.3232","26515373243.7234","31392969361.141","38899863982.0874","45473126682.2957","52157482141.731","60644916520.5375","73775658851.0859","87891560102.3018","96400967339.3642","100163601863.013","85707550710.0802","86285332592.0125","95835971174.6305","89285087394.9509","91941792114.7738","97002305721.752","114186643647.134","127417879442.861","147794117957.108","179981089132.494","192231203403.942","192406441870.911","236420337820.745","275369805946.668","289941106344.187","302245904259.57","307871907185.983",
"Solomon Islands","SLB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","25203524.0325638","28084252.7582748","28606411.398041","","50056882.8213879","40606712.050639","55272108.8435374","84539332.282562","74617096.4785967","83099107.9066357","93147039.2548237","111022089.96223","151270207.852194","168715353.097132","187313261.319237","188446092.06055","180219397.527425","252806783.386983","232306861.156132","210737869.652598","238606299.605651","310684273.709484","332286760.858189","302515026.890225","320355090.61441","378778047.197842","410923236.189102","464756638.512487","519334096.714525","565163750.56079","567919502.811483","471177008.057148","482214092.308964","435101217.518415","400464593.973501","341663056.009848","332736306.477117","375109694.300817","413911362.345922","456707934.952316","516074228.959749","608292551.499525","597762270.794063","671585231.579861","886503123.818327","1025124684.35864","1059690062.43119","1158183053.76032",
"Sierra Leone","SLE","GDP (current US$)","NY.GDP.MKTP.CD","322009470.725557","327834679.700396","342721578.922027","348546951.223536","371848113.776232","359379856.248057","375479849.80806","348795303.000385","329860091.944037","408690163.476065","434410373.764149","419549425.077086","465381089.98454","575230234.387058","648590642.939888","679335901.117451","594895672.333848","691777758.395115","960728338.93643","1109374722.08294","1100685844.92284","1114830471.91787","1295361885.92419","995104305.347074","1087471861.98928","856890498.625834","490181456.62441","701307602.28443","1055083945.37738","932974411.917142","649644826.800447","779981538.149204","679997997.597117","768812334.801762","911915970.683484","870758739.40678","941742152.709895","850218033.622007","672375927.347148","669384768.87263","635874002.198748","1079478387.83576","1239004287.75607","1371442565.69701","1431208677.30352","1627854494.80246","1885112201.85278","2158496872.85796","2505458705.03338","2453899846.88317","2578026297.15912","2932106327.21645","3789119778.77448","4928272986.04632","4892363979.22805",
"El Salvador","SLV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","877720000","929520000","976200000","1009760100","1049400000","1132920000","1186120000","1263720000","1442320000","1665880000","1884120100","2328280100","2941640100","3127960000","3463639900","3573959900","3437200200","3399189100","3506347800","3661683400","3800368600","3771663200","3958045800","4189880000","4372215300","4800900000","5311000000","5954700000","6938000000","8085600000","9500500000","10315500000","11134700000","12008400000","12464700000","13134100000","13812700000","14306700000","15046700000","15798300000","17093800000","18550700000","20104900000","21431000000","20661000000","21418300000","23139000000","23813600000","24259100000","25220000000",
"San Marino","SMR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","853373879.731819","773907642.414748","815205233.062791","879957209.923907","1122981525.35502","1317357834.61634","1375416604.48689","1469000145.311","1687567364.11695","1899879955.48332","","","","","","",
"Somalia","SOM","GDP (current US$)","NY.GDP.MKTP.CD","180460950.352325","191660990.858439","203533070.710314","216147149.952901","229531201.852126","243725900.221596","257375899.364358","271781889.251523","286719887.890669","300230021.488119","316147885.344131","331104597.011628","416940946.569946","507028439.326556","467577426.580885","710850217.91365","807275798.953096","498550866.152822","564986077.529704","590419863.985326","603592653.942155","699112246.542284","774419565.926071","733901342.023081","788307226.827367","876404614.97334","930318731.62226","1009792742.91164","1038291312.30908","1092393020.47939","917044253.990258","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24147996549.5662","18284194680.3844","18409364146.9794","6540247190.33529","12267175481.2542","16116843146.4806","21188704081.2428","24861483280.6339","26252007830.4639","30607991862.4843","40289556656.1455","49259526052.7426","42616653299.9115","39460357730.5224","46466728666.6103","40742313861.1374","45519650911.4138","43866423166.9368",
"Sub-Saharan Africa (developing only)","SSA","GDP (current US$)","NY.GDP.MKTP.CD","29373849875.2451","30495970819.6412","33074607542.275","37953658786.6828","36963039906.2135","41135092963.0041","44411331098.3779","43834833641.8674","46901633187.853","53782688028.3911","63319007136.5129","64356431455.1144","72613725181.6586","92963251767.1231","121210145284.189","133519277293.92","145259971597.831","159563799813.648","178248096223.944","213165511185.277","268302745642.007","269707198263.908","252319169187.928","235007550953.514","223832406422.021","208662271221.637","231024894852.485","272110970947.549","285630347415.174","298641674337.729","299206619488.035","307585639602.972","303942188625.736","289271030833.388","286844058234.816","332128038811.237","343565339621.083","354946965188.296","334530953888.219","335908348731.619","360095770117.502","334294428512.188","357365607207.419","457175612022.757","567228481266.495","664098309322.383","776215853077.203","903442372316.973","1027159766192.42","985556345013.039","1320253979002.43","1481538232582.66","1552834635943.6","1631765292869.97","1712423546882.91",
"South Sudan","SSD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15550350878.979","12231253585.7295","15727809706.9617","17826873818.565","10368977864.4068","11804446135.5932","13069991258.2682",
"Sub-Saharan Africa (all income levels)","SSF","GDP (current US$)","NY.GDP.MKTP.CD","29376821459.8699","30498065203.9981","33076957725.3062","37956116389.6486","36969928221.2117","41198058912.7345","44477962028.0398","43905672585.1736","46964480122.2058","53841148132.9135","63372462640.7387","64411611934.054","72673764326.2188","93034648672.3378","121284607434.407","133602263303.695","145336256227.404","159648176490.708","178357317864.392","213323846462.377","268487791991.927","269885197295.604","252499291177.418","235188080702.211","224024936753.212","208887024141.844","231302737408.858","272446095982.85","286007081797.912","299026869613.246","299678654250.349","308061759637.255","304503855589.216","289876308025.89","287426236036.246","332772121332.683","344294904283.208","355946999568.763","335505167271.734","337148548190.829","361753666303.36","336376936337.871","359869872758.52","460366022731.171","572482988463.061","673250312420.269","785326935830.517","914686465607.191","1043594903141.91","995835833134.301","1332926098854.08","1498439224822.76","1570584152374.25","1648909945389.54","1728322255380.7",
"Small states","SST","GDP (current US$)","NY.GDP.MKTP.CD","2901695368.22249","3154455555.33821","3341919157.47207","3516360549.31002","3863854738.71178","4212162364.95833","4553188785.83958","4892007695.09609","4915908704.54314","5372246180.01391","5915394146.2555","6521168971.47218","7531494874.07414","8939774639.50902","12333527506.0465","14753440383.2559","16115630745.8151","17757308552.5478","18281485178.9344","21683688807.13","26892377612.8409","27673292030.1917","28654526187.4148","29182340573.0998","28185462791.189","27082771011.592","27003812818.3877","29944816812.2965","33035780481.9987","34510387572.2618","40284268489.6374","40847959438.7802","42477019321.5098","42242085951.8295","44460802571.8864","49422617516.822","52966633675.2895","55900299705.5782","56341031166.3426","59872922068.6564","63949864122.9547","64722739515.2234","67464596263.2458","78781238789.965","91799500428.6787","105999872500.336","115542440363.681","131750201691.051","152489527601.28","130673707267.335","146361513485.881","167376914410.324","169302642020.719","170838842625.129","174034474388.17",
"Sao Tome and Principe","STP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76709304.533609","76553443.3856038","84617970.6711633","101315399.609561","110723361.793225","123258507.091254","135181861.925909","144259256.646072","183464986.350945","196473838.854943","201037916.581582","248286778.215716","263328450.308616","310684591.534949","334902362.05695",
"Suriname","SUR","GDP (current US$)","NY.GDP.MKTP.CD","93850000","98400000","103500000","110000000","120850000","138650000","171100000","198450000","220600000","233450000","247150000","270650000","287600000","305300000","368600000","465000000","505500000","641000000","735500000","783000000","794900000","889050000","915150000","883600000","864150000","873250000","891000000","979850000","1160900000","542520000","388300000","448300000","404600000","428794117.647059","605492537.313433","693970588.235294","860630922.693267","929607500","945000000","885444186.046512","892164393.939394","763465550.458716","1078402127.65957","1271196078.43137","1484092538.40527","1793776693.10555","2626332574.03189","2936612021.85792","3532969034.60838","3875409836.06557","4368371528.30422","4423194614.44308","5013030303.0303","5298787878.78788","",
"Slovak Republic","SVK","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12694514982.2245","14213005315.861","15431233018.5017","16452213633.1694","20079368845.6519","25733071895.4248","27821926489.2269","27658321060.3829","29821792146.7726","30409013424.2489","29110097659.8489","30699955257.2707","35144739318.6524","46810948081.2641","57329401539.6077","62676532769.556","70450257182.2858","86030933479.332","99832576534.3489","88634203945.5404","89011920529.8013","97525437864.8874","92747389762.6316","97712677178.6786","99790145652.7711",
"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21273150020.2184","21479992917.847","20749099639.8559","22125504904.7894","22690046143.7047","20342229875.1614","20875419545.9033","23563591022.4439","29697443017.4708","34470229197.8077","36346971769.6804","39587755614.1011","48114700246.3728","55589863776.1828","50244790219.5054","47972980132.4503","51248818459.8276","46262747033.5585","47989855094.5761","49416055609.2127",
"Sweden","SWE","GDP (current US$)","NY.GDP.MKTP.CD","14842870293.4207","16147160122.7882","17511477311.4463","18954132365.5148","21137242560.8543","23260320646.2745","25302033132.3312","27463409201.8822","29143383490.5896","31649203885.888","37555362251.6044","40980354669.4239","48263921552.1586","58567375724.1316","65082578726.855","81716752564.9054","88102114373.6082","93136781506.6048","102969768728.56","121646707564.554","140088637223.378","127858415294.071","112767850889.759","103533708964.276","107661669769.579","112514452748.172","148376101970.914","180429294681.724","204068253035.644","214875350943.864","258154288031.358","270362529971.062","280312321851.712","209950792712.696","226079963711.768","264051981551.316","288103936773.039","264477727278.681","266800462898.904","270847937645.236","259802012617.057","239917320966.977","263926220332.543","331108912605.271","381705425301.746","389042298376.845","420032121655.688","487816328342.309","513965650650.119","429657033107.737","488379327089.837","563113421113.421","543880647757.404","579526008582.065","570591266159.776",
"Swaziland","SWZ","GDP (current US$)","NY.GDP.MKTP.CD","35076158.4768305","43025199.4960101","45927061.4587708","54128377.4324513","64979280.4143917","70278594.4281114","76858462.8307434","74758504.8299034","79798404.0319194","105417891.642167","112137757.244855","136465324.384787","146741251.46351","221902017.291066","264311994.113319","288302907.369845","272539098.436063","304047838.086477","340616375.344986","412093133.760988","542000513.610683","571542674.577818","537575980.843618","555336145.767884","494475699.857656","361014890.45841","449146608.315098","584135559.921414","692016714.317132","696915430.663057","1114703088.1614","1156141998.33412","1284766234.2216","1357206995.74624","1419293454.99606","1698982437.76019","1602760100.48147","1716699913.19444","1576904292.4588","1547884442.26205","1524496383.18107","1349339652.22846","1224226095.04113","1854032545.904","2420645241.1914","2584077932.01645","2947943587.09296","3053808158.51478","3019779208.83165","3144671158.99784","3527776867.18024","3806792359.28441","3760602923.26431","3530226512.41313","3400422936.22785",
"Sint Maarten (Dutch part)","SXM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","GDP (current US$)","NY.GDP.MKTP.CD","12012264.2698139","11592255.0296107","12642278.1301189","13923306.3127389","15393338.6534504","15603343.273552","16443361.7539586","16632145.8160729","16074160.7416074","16452164.5216452","18432184.3218432","21966203.0369871","30645312.3536574","36896843.1884165","43135192.0042083","47803939.1375048","49279533.0781258","64527102.1679118","85553190.2652321","127262104.033099","147358375.443921","154903482.240416","147913010.301412","146713753.767953","151314671.048904","168888328.217204","207853708.290835","249267410.714286","283832283.830222","304833767.291921","368584758.942457","374359556.084926","433667193.814795","473916819.453826","486451204.557142","508221508.221508","503068472.20266","562958836.519905","608369282.225727","622985493.682733","614879764.780006","622262057.191635","697518248.175182","705704816.042365","839319927.272727","919103254.545455","1016419763.1713","1033635779.33528","967211980.191335","847424854.08891","969973777.992924","1065816209.49881","1134236960.04557","1411033800.62418","1405764157.88183",
"Syrian Arab Republic","SYR","GDP (current US$)","NY.GDP.MKTP.CD","857704432.574401","945244993.189832","1110565862.70083","1200447430.37469","1339494291.56141","1472036548.66437","1342287556.7614","1580229794.89906","1753746367.77856","2245011573.30747","2140383693.10067","2589851693.92852","3059682164.52571","3239488104.97829","5159557174.87603","6826980766.68188","7633528925.38367","7696011360.9573","9275203113.53943","9929682190.18703","13062421032.6423","15518199258.4136","16298905383.8136","17589184565.6658","17503082994.469","16403544495.5531","13293209269.2359","11356215712.8488","10577042354.109","9853396226.95372","12308624282.319","12981833333.3333","13253565898.9558","13695962019.2084","10122020000","11396706586.8263","13789560878.2435","14505233968.8716","15200846138.4615","15873875968.9922","19325894913.1254","21099833783.503","21582248881.6592","21828144686.0394","25086930693.0693","28858965517.2414","33332844574.7801","40405006007.2086","","","","","","","",
"Turks and Caicos Islands","TCA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","GDP (current US$)","NY.GDP.MKTP.CD","313582729.426485","333975338.83416","357635641.896235","371766927.846462","392247492.115161","416926361.161654","432794986.860872","449826392.098566","453980085.206009","471635574.390888","469266799.467879","501866651.776878","585427609.515783","647199433.619933","652532708.335151","864602104.679653","866044940.270056","935360415.20728","1113919926.31258","1004316704.08647","1033002183.83602","876937406.594377","834369740.324516","832415884.649903","919103663.360695","1033069624.25127","1067828258.19601","1163426705.10014","1482597392.5644","1433686307.53495","1738605481.13454","1877138041.64308","1881847676.80752","1463251055.40068","1179837954.72193","1445919969.89272","1607345450.04578","1544689502.82472","1744794457.276","1534673583.2487","1385058161.76746","1709347793.32873","1987622279.11463","2736666515.8294","4414929219.99649","6646663021.43571","7422102519.56848","8638711756.62818","10351933631.7188","9253484289.67434","10657705072.2884","12156380062.0471","12368070168.9723","12949853281.2464","13922224560.7939",
"Togo","TGO","GDP (current US$)","NY.GDP.MKTP.CD","121128072.422413","126396468.87218","132237468.244167","143255813.3354","166104078.42222","187300310.218629","216136231.748739","231706439.869991","241956916.756756","267732472.795254","253976592.14114","286537570.058968","335677600.319541","406479937.071132","560437817.939441","617321668.411517","619375149.033041","777435062.974079","824263986.809025","891775721.083363","1136409054.03304","962347169.03772","821652036.994243","765746518.235189","718149015.835843","762359785.979252","1060911724.38518","1249099286.29702","1378847400.28676","1352949664.91469","1628427587.49039","1602299812.88561","1692959105.38324","1233496935.63588","982624332.187011","1309382817.38855","1465448203.62661","1498950970.0971","1587346019.39719","1576094484.64722","1294250279.6708","1332328986.24074","1474630199.44468","1673690389.70326","1937074537.98634","2115154090.24128","2202809210.82844","2523462649.05786","3163416555.99483","3163000590.77901","3172945506.37232","3756023047.80453","3915776183.91587","4338575494.94038","4518443907.44505",
"Thailand","THA","GDP (current US$)","NY.GDP.MKTP.CD","2760750921.87996","3034037871.48031","3308912930.05205","3540403470.15037","3889130441.53742","4388937644.81833","5279230812.23151","5638461436.8861","6081009422.03749","6695336560.86987","7086538430.68602","7375000024.03846","8177872958.39069","10838593715.4686","13702998646.9565","14882770236.1376","16985208714.8196","19779312338.8811","24006567108.8815","27371650355.333","32353514498.9154","34846038522.8963","36589772340.1225","40042798318.8558","41797647298.2268","38900711303.8905","43096774488.8633","50535445670.7991","61667254422.2056","72250747144.2058","85343189318.0534","98234713392.6407","111452745859.473","125010690977.802","144308067322.51","168018557336.523","181947631905.141","150891449517.112","111859654863.119","122629741708.843","122725247715.758","115536405150.354","126876918699.869","142640079021.851","161339790584.608","176351815943.064","207088920198.302","246977009050.986","272577794020.713","263711443946.245","318907879752.084","345671854267.132","365965815780.77","387252584362.71","373804134911.797",
"Tajikistan","TJK","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2629395066.27017","2535545389.35646","1909246640.80838","1646693875.00394","1346074460.78303","1231523105.36089","1043893062.60575","921843115.774498","1320126664.94978","1086567367.91081","860550294.273467","1080774005.56446","1221113794.72523","1554125542.56223","2076148710.31813","2312344310.51263","2830228903.33497","3719515378.91771","5161298559.34241","4979471963.7922","5642221528.67072","6522755783.39303","7633036366.03545","8506615265.13594","9241627840.60748",
"Turkmenistan","TKM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","2368660560.8757","2988678840.80541","3049945191.0726","3232066836.53467","3197224007.42472","3200539816.0601","3179225948.58114","2561118608.35516","2482228439.71407","2379281767.9558","2450084970.24741","2605688065.08338","2450686659.778","2904662604.82053","3534771968.51189","4462028988.72949","5977440582.80171","6838351088.46688","8104355716.8784","10277598152.4249","12664165103.1895","19271523178.8079","20214385964.9123","22148070175.4386","29233333333.3333","35164210526.3158","41012982456.1404","47931929824.5614",
"Timor-Leste","TLS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","368000000","452000000","444000000","453000000","466000000","491000000","463000000","559000000","694000000","818000000","934000000","1123000000","1270000000","1468000000","1552000000",
"Tonga","TON","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","32506741.7201204","30036416.9619944","34139387.8908849","41567471.6721987","44667002.0120724","53260077.4311091","62242013.3302689","62068161.0711025","60863963.963964","64248354.5414656","60058663.3144773","68195855.6149733","81667133.4546982","106657267.367342","106344854.986095","113563821.577404","132201141.446861","137066290.550071","138489884.393064","193775943.038933","202547013.927138","219583570.094975","212155124.65374","188686997.319035","194669501.594647","188623258.458914","167042898.851008","181801931.48688","208098552.754435","236247362.548184","258734857.757824","287985750.632445","299652754.420968","340033798.447323","321304425.23238","369818466.417918","441245488.137716","457242448.478053","432889959.115824","434386307.693101",
